probed_at,model_label,model_id,tool,condition,condition_kind,trial,strict,verdict,note,arguments,error,error_status
2026-07-19T02:14:03.010593+00:00,claude-haiku-4.5,claude-haiku-4-5,lookup-record,nested_anyof_strict,repair-nested,7,True,honored,exactly one identifier (id),"{""query"": {""id"": ""REC-4417""}}",,
2026-07-19T02:14:04.820869+00:00,claude-haiku-4.5,claude-haiku-4-5,lookup-record,nested_anyof_strict,repair-nested,8,True,honored,exactly one identifier (id),"{""query"": {""id"": ""REC-4417""}}",,
2026-07-19T02:14:06.582019+00:00,claude-haiku-4.5,claude-haiku-4-5,lookup-record,nested_anyof_strict,repair-nested,9,True,honored,exactly one identifier (id),"{""query"": {""id"": ""REC-4417""}}",,
2026-07-19T02:14:08.245563+00:00,claude-haiku-4.5,claude-haiku-4-5,create-payment,verbatim_nonstrict,verbatim-nonstrict,0,,invalid,fails validation against the variant schema,"{""amount"": 42.5, ""method"": ""{\""kind\"": \""card\"", \""cardNumber\"": \""4111111111111111\""}""}",,
2026-07-19T02:14:10.135718+00:00,claude-haiku-4.5,claude-haiku-4-5,create-payment,verbatim_nonstrict,verbatim-nonstrict,1,,invalid,fails validation against the variant schema,"{""amount"": 42.5, ""method"": ""{\""kind\"": \""card\"", \""cardNumber\"": \""4111111111111111\""}""}",,
2026-07-19T02:14:11.743626+00:00,claude-haiku-4.5,claude-haiku-4-5,create-payment,verbatim_nonstrict,verbatim-nonstrict,2,,invalid,fails validation against the variant schema,"{""amount"": 42.5, ""method"": ""{\n  \""kind\"": \""card\"",\n  \""cardNumber\"": \""4111111111111111\""\n}""}",,
2026-07-19T02:14:13.336681+00:00,claude-haiku-4.5,claude-haiku-4-5,create-payment,verbatim_nonstrict,verbatim-nonstrict,3,,invalid,fails validation against the variant schema,"{""amount"": 42.5, ""method"": ""{\""kind\"": \""card\"", \""cardNumber\"": \""4111111111111111\""}""}",,
2026-07-19T02:14:15.293865+00:00,claude-haiku-4.5,claude-haiku-4-5,create-payment,verbatim_nonstrict,verbatim-nonstrict,4,,invalid,fails validation against the variant schema,"{""amount"": 42.5, ""method"": ""{\n  \""kind\"": \""card\"",\n  \""cardNumber\"": \""4111111111111111\""\n}""}",,
2026-07-19T02:14:17.000306+00:00,claude-haiku-4.5,claude-haiku-4-5,create-payment,verbatim_nonstrict,verbatim-nonstrict,5,,invalid,fails validation against the variant schema,"{""amount"": 42.5, ""method"": ""{\n  \""kind\"": \""card\"",\n  \""cardNumber\"": \""4111111111111111\""\n}""}",,
2026-07-19T02:14:18.739133+00:00,claude-haiku-4.5,claude-haiku-4-5,create-payment,verbatim_nonstrict,verbatim-nonstrict,6,,invalid,fails validation against the variant schema,"{""amount"": 42.5, ""method"": ""{\""kind\"": \""card\"", \""cardNumber\"": \""4111111111111111\""}""}",,
2026-07-19T02:14:20.247427+00:00,claude-haiku-4.5,claude-haiku-4-5,create-payment,verbatim_nonstrict,verbatim-nonstrict,7,,invalid,fails validation against the variant schema,"{""amount"": 42.5, ""method"": ""{\""kind\"": \""card\"", \""cardNumber\"": \""4111111111111111\""}""}",,
2026-07-19T02:14:21.963019+00:00,claude-haiku-4.5,claude-haiku-4-5,create-payment,verbatim_nonstrict,verbatim-nonstrict,8,,invalid,fails validation against the variant schema,"{""amount"": 42.5, ""method"": ""{\""kind\"": \""card\"", \""cardNumber\"": \""4111111111111111\""}""}",,
2026-07-19T02:14:23.851988+00:00,claude-haiku-4.5,claude-haiku-4-5,create-payment,verbatim_nonstrict,verbatim-nonstrict,9,,invalid,fails validation against the variant schema,"{""amount"": 42.5, ""method"": ""{\n  \""kind\"": \""card\"",\n  \""cardNumber\"": \""4111111111111111\""\n}""}",,
2026-07-19T02:14:25.274178+00:00,claude-haiku-4.5,claude-haiku-4-5,create-payment,verbatim_strict,verbatim,0,True,rejected,,,"tools.0.custom: For 'object' type, 'additionalProperties' must be explicitly set to false",400
2026-07-19T02:14:26.303077+00:00,claude-haiku-4.5,claude-haiku-4-5,create-payment,verbatim_strict,verbatim,1,True,rejected,,,"tools.0.custom: For 'object' type, 'additionalProperties' must be explicitly set to false",400
2026-07-19T02:14:27.500056+00:00,claude-haiku-4.5,claude-haiku-4-5,create-payment,envelope_strict,envelope,0,True,rejected,,,"tools.0.custom: For 'number' type, property 'minimum' is not supported",400
2026-07-19T02:14:28.620375+00:00,claude-haiku-4.5,claude-haiku-4-5,create-payment,envelope_strict,envelope,1,True,rejected,,,"tools.0.custom: For 'number' type, property 'minimum' is not supported",400
2026-07-19T02:14:30.839033+00:00,claude-haiku-4.5,claude-haiku-4-5,create-payment,anyof_no_minimum,repair-approximation,0,True,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",,
2026-07-19T02:14:32.592494+00:00,claude-haiku-4.5,claude-haiku-4-5,create-payment,anyof_no_minimum,repair-approximation,1,True,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",,
2026-07-19T02:14:37.830681+00:00,claude-haiku-4.5,claude-haiku-4-5,create-payment,anyof_no_minimum,repair-approximation,2,True,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",,
2026-07-19T02:14:39.775332+00:00,claude-haiku-4.5,claude-haiku-4-5,create-payment,anyof_no_minimum,repair-approximation,3,True,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",,
2026-07-19T02:14:41.456125+00:00,claude-haiku-4.5,claude-haiku-4-5,create-payment,anyof_no_minimum,repair-approximation,4,True,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",,
2026-07-19T02:14:43.429881+00:00,claude-haiku-4.5,claude-haiku-4-5,create-payment,anyof_no_minimum,repair-approximation,5,True,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",,
2026-07-19T02:14:45.124398+00:00,claude-haiku-4.5,claude-haiku-4-5,create-payment,anyof_no_minimum,repair-approximation,6,True,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",,
2026-07-19T02:14:47.352575+00:00,claude-haiku-4.5,claude-haiku-4-5,create-payment,anyof_no_minimum,repair-approximation,7,True,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",,
2026-07-19T02:14:49.067474+00:00,claude-haiku-4.5,claude-haiku-4-5,create-payment,anyof_no_minimum,repair-approximation,8,True,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",,
2026-07-19T02:14:50.881266+00:00,claude-haiku-4.5,claude-haiku-4-5,create-payment,anyof_no_minimum,repair-approximation,9,True,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",,
2026-07-19T02:14:52.976916+00:00,claude-haiku-4.5,claude-haiku-4-5,create-shipment,verbatim_nonstrict,verbatim-nonstrict,0,,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",,
2026-07-19T02:14:55.875702+00:00,claude-haiku-4.5,claude-haiku-4-5,create-shipment,verbatim_nonstrict,verbatim-nonstrict,1,,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",,
2026-07-19T02:14:57.735241+00:00,claude-haiku-4.5,claude-haiku-4-5,create-shipment,verbatim_nonstrict,verbatim-nonstrict,2,,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",,
2026-07-19T02:15:01.004326+00:00,claude-haiku-4.5,claude-haiku-4-5,create-shipment,verbatim_nonstrict,verbatim-nonstrict,3,,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",,
2026-07-19T02:15:03.036240+00:00,claude-haiku-4.5,claude-haiku-4-5,create-shipment,verbatim_nonstrict,verbatim-nonstrict,4,,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",,
2026-07-19T02:15:05.079837+00:00,claude-haiku-4.5,claude-haiku-4-5,create-shipment,verbatim_nonstrict,verbatim-nonstrict,5,,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",,
2026-07-19T02:15:07.038213+00:00,claude-haiku-4.5,claude-haiku-4-5,create-shipment,verbatim_nonstrict,verbatim-nonstrict,6,,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",,
2026-07-19T02:15:08.983002+00:00,claude-haiku-4.5,claude-haiku-4-5,create-shipment,verbatim_nonstrict,verbatim-nonstrict,7,,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",,
2026-07-19T02:15:10.750393+00:00,claude-haiku-4.5,claude-haiku-4-5,create-shipment,verbatim_nonstrict,verbatim-nonstrict,8,,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",,
2026-07-19T02:15:12.621303+00:00,claude-haiku-4.5,claude-haiku-4-5,create-shipment,verbatim_nonstrict,verbatim-nonstrict,9,,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",,
2026-07-19T02:15:13.758574+00:00,claude-haiku-4.5,claude-haiku-4-5,create-shipment,verbatim_strict,verbatim,0,True,rejected,,,"tools.0.custom: For 'object' type, 'additionalProperties' must be explicitly set to false",400
2026-07-19T02:15:14.805227+00:00,claude-haiku-4.5,claude-haiku-4-5,create-shipment,verbatim_strict,verbatim,1,True,rejected,,,"tools.0.custom: For 'object' type, 'additionalProperties' must be explicitly set to false",400
2026-07-19T02:15:17.969826+00:00,claude-haiku-4.5,claude-haiku-4-5,create-shipment,envelope_strict,envelope,0,True,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",,
2026-07-19T02:15:19.946514+00:00,claude-haiku-4.5,claude-haiku-4-5,create-shipment,envelope_strict,envelope,1,True,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",,
2026-07-19T02:15:22.393445+00:00,claude-haiku-4.5,claude-haiku-4-5,create-shipment,envelope_strict,envelope,2,True,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",,
2026-07-19T02:15:25.330354+00:00,claude-haiku-4.5,claude-haiku-4-5,create-shipment,envelope_strict,envelope,3,True,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",,
2026-07-19T02:15:30.535334+00:00,claude-haiku-4.5,claude-haiku-4-5,create-shipment,envelope_strict,envelope,4,True,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",,
2026-07-19T02:15:32.205940+00:00,claude-haiku-4.5,claude-haiku-4-5,create-shipment,envelope_strict,envelope,5,True,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",,
2026-07-19T02:15:34.381702+00:00,claude-haiku-4.5,claude-haiku-4-5,create-shipment,envelope_strict,envelope,6,True,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",,
2026-07-19T02:15:36.374439+00:00,claude-haiku-4.5,claude-haiku-4-5,create-shipment,envelope_strict,envelope,7,True,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",,
2026-07-19T02:15:38.387403+00:00,claude-haiku-4.5,claude-haiku-4-5,create-shipment,envelope_strict,envelope,8,True,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",,
2026-07-19T02:15:40.147537+00:00,claude-haiku-4.5,claude-haiku-4-5,create-shipment,envelope_strict,envelope,9,True,honored,both addresses honour the shared $def,"{""from"": {""street"": ""123 Market St"", ""city"": ""San Francisco"", ""country"": ""US""}, ""to"": {""street"": ""10 Downing St"", ""city"": ""London"", ""country"": ""GB""}}",,
2026-07-19T02:15:41.448917+00:00,claude-haiku-4.5,claude-haiku-4-5,register-address,verbatim_nonstrict,verbatim-nonstrict,0,,honored,US -> 5-digit ZIP enforced,"{""country"": ""US"", ""postalCode"": ""98101""}",,
2026-07-19T02:15:42.859372+00:00,claude-haiku-4.5,claude-haiku-4-5,register-address,verbatim_nonstrict,verbatim-nonstrict,1,,honored,US -> 5-digit ZIP enforced,"{""country"": ""US"", ""postalCode"": ""98101""}",,
2026-07-19T02:15:44.603519+00:00,claude-haiku-4.5,claude-haiku-4-5,register-address,verbatim_nonstrict,verbatim-nonstrict,2,,honored,US -> 5-digit ZIP enforced,"{""country"": ""US"", ""postalCode"": ""98101""}",,
2026-07-19T02:15:46.052037+00:00,claude-haiku-4.5,claude-haiku-4-5,register-address,verbatim_nonstrict,verbatim-nonstrict,3,,honored,US -> 5-digit ZIP enforced,"{""country"": ""US"", ""postalCode"": ""98101""}",,
2026-07-19T02:15:47.866918+00:00,claude-haiku-4.5,claude-haiku-4-5,register-address,verbatim_nonstrict,verbatim-nonstrict,4,,honored,US -> 5-digit ZIP enforced,"{""country"": ""US"", ""postalCode"": ""98101""}",,
2026-07-19T02:15:49.376684+00:00,claude-haiku-4.5,claude-haiku-4-5,register-address,verbatim_nonstrict,verbatim-nonstrict,5,,honored,US -> 5-digit ZIP enforced,"{""country"": ""US"", ""postalCode"": ""98101""}",,
2026-07-19T02:15:50.953587+00:00,claude-haiku-4.5,claude-haiku-4-5,register-address,verbatim_nonstrict,verbatim-nonstrict,6,,honored,US -> 5-digit ZIP enforced,"{""country"": ""US"", ""postalCode"": ""98101""}",,
2026-07-19T02:15:52.504142+00:00,claude-haiku-4.5,claude-haiku-4-5,register-address,verbatim_nonstrict,verbatim-nonstrict,7,,honored,US -> 5-digit ZIP enforced,"{""country"": ""US"", ""postalCode"": ""98101""}",,
2026-07-19T02:15:53.873430+00:00,claude-haiku-4.5,claude-haiku-4-5,register-address,verbatim_nonstrict,verbatim-nonstrict,8,,honored,US -> 5-digit ZIP enforced,"{""country"": ""US"", ""postalCode"": ""98101""}",,
2026-07-19T02:15:55.161465+00:00,claude-haiku-4.5,claude-haiku-4-5,register-address,verbatim_nonstrict,verbatim-nonstrict,9,,honored,US -> 5-digit ZIP enforced,"{""country"": ""US"", ""postalCode"": ""98101""}",,
2026-07-19T02:15:55.980218+00:00,claude-haiku-4.5,claude-haiku-4-5,register-address,verbatim_strict,verbatim,0,True,rejected,,,"tools.0.custom: For 'object' type, 'additionalProperties' must be explicitly set to false",400
2026-07-19T02:15:56.739931+00:00,claude-haiku-4.5,claude-haiku-4-5,register-address,verbatim_strict,verbatim,1,True,rejected,,,"tools.0.custom: For 'object' type, 'additionalProperties' must be explicitly set to false",400
2026-07-19T02:15:57.568987+00:00,claude-haiku-4.5,claude-haiku-4-5,register-address,envelope_strict,envelope,0,True,rejected,,,"tools.0.custom: For 'object' type, property 'if' is not supported",400
2026-07-19T02:15:58.319758+00:00,claude-haiku-4.5,claude-haiku-4-5,register-address,envelope_strict,envelope,1,True,rejected,,,"tools.0.custom: For 'object' type, property 'if' is not supported",400
2026-07-19T02:16:00.229228+00:00,claude-haiku-4.5,claude-haiku-4-5,register-address,nested_anyof_conditional,repair-nested,0,True,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-19T02:16:01.824065+00:00,claude-haiku-4.5,claude-haiku-4-5,register-address,nested_anyof_conditional,repair-nested,1,True,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-19T02:16:03.185703+00:00,claude-haiku-4.5,claude-haiku-4-5,register-address,nested_anyof_conditional,repair-nested,2,True,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-19T02:16:04.641996+00:00,claude-haiku-4.5,claude-haiku-4-5,register-address,nested_anyof_conditional,repair-nested,3,True,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-19T02:16:06.099684+00:00,claude-haiku-4.5,claude-haiku-4-5,register-address,nested_anyof_conditional,repair-nested,4,True,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-19T02:16:07.590599+00:00,claude-haiku-4.5,claude-haiku-4-5,register-address,nested_anyof_conditional,repair-nested,5,True,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-19T02:16:08.912376+00:00,claude-haiku-4.5,claude-haiku-4-5,register-address,nested_anyof_conditional,repair-nested,6,True,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-19T02:16:10.314438+00:00,claude-haiku-4.5,claude-haiku-4-5,register-address,nested_anyof_conditional,repair-nested,7,True,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-19T02:16:12.220385+00:00,claude-haiku-4.5,claude-haiku-4-5,register-address,nested_anyof_conditional,repair-nested,8,True,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-19T02:16:13.689111+00:00,claude-haiku-4.5,claude-haiku-4-5,register-address,nested_anyof_conditional,repair-nested,9,True,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-19T02:16:15.435209+00:00,claude-haiku-4.5,claude-haiku-4-5,plot-point,verbatim_nonstrict,verbatim-nonstrict,0,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:16:16.724810+00:00,claude-haiku-4.5,claude-haiku-4-5,plot-point,verbatim_nonstrict,verbatim-nonstrict,1,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:16:18.254231+00:00,claude-haiku-4.5,claude-haiku-4-5,plot-point,verbatim_nonstrict,verbatim-nonstrict,2,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:16:19.853934+00:00,claude-haiku-4.5,claude-haiku-4-5,plot-point,verbatim_nonstrict,verbatim-nonstrict,3,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:16:21.362117+00:00,claude-haiku-4.5,claude-haiku-4-5,plot-point,verbatim_nonstrict,verbatim-nonstrict,4,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:16:22.929245+00:00,claude-haiku-4.5,claude-haiku-4-5,plot-point,verbatim_nonstrict,verbatim-nonstrict,5,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:16:24.320718+00:00,claude-haiku-4.5,claude-haiku-4-5,plot-point,verbatim_nonstrict,verbatim-nonstrict,6,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:16:25.692582+00:00,claude-haiku-4.5,claude-haiku-4-5,plot-point,verbatim_nonstrict,verbatim-nonstrict,7,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:16:26.956861+00:00,claude-haiku-4.5,claude-haiku-4-5,plot-point,verbatim_nonstrict,verbatim-nonstrict,8,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:16:28.288237+00:00,claude-haiku-4.5,claude-haiku-4-5,plot-point,verbatim_nonstrict,verbatim-nonstrict,9,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:16:29.046099+00:00,claude-haiku-4.5,claude-haiku-4-5,plot-point,verbatim_strict,verbatim,0,True,rejected,,,"tools.0.custom: For 'object' type, 'additionalProperties' must be explicitly set to false",400
2026-07-19T02:16:29.834837+00:00,claude-haiku-4.5,claude-haiku-4-5,plot-point,verbatim_strict,verbatim,1,True,rejected,,,"tools.0.custom: For 'object' type, 'additionalProperties' must be explicitly set to false",400
2026-07-19T02:16:30.729344+00:00,claude-haiku-4.5,claude-haiku-4-5,plot-point,envelope_strict,envelope,0,True,rejected,,,"tools.0.custom: For 'array' type, 'minItems' values other than 0 or 1 are not supported (got: [2, 5])",400
2026-07-19T02:16:31.528170+00:00,claude-haiku-4.5,claude-haiku-4-5,plot-point,envelope_strict,envelope,1,True,rejected,,,"tools.0.custom: For 'array' type, 'minItems' values other than 0 or 1 are not supported (got: [2, 5])",400
2026-07-19T02:16:33.946890+00:00,claude-haiku-4.5,claude-haiku-4-5,plot-point,items_only_lossy,repair-approximation,0,True,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:16:35.864457+00:00,claude-haiku-4.5,claude-haiku-4-5,plot-point,items_only_lossy,repair-approximation,1,True,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:16:37.857521+00:00,claude-haiku-4.5,claude-haiku-4-5,plot-point,items_only_lossy,repair-approximation,2,True,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:16:39.757243+00:00,claude-haiku-4.5,claude-haiku-4-5,plot-point,items_only_lossy,repair-approximation,3,True,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:16:41.530990+00:00,claude-haiku-4.5,claude-haiku-4-5,plot-point,items_only_lossy,repair-approximation,4,True,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:16:43.703880+00:00,claude-haiku-4.5,claude-haiku-4-5,plot-point,items_only_lossy,repair-approximation,5,True,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:16:45.419836+00:00,claude-haiku-4.5,claude-haiku-4-5,plot-point,items_only_lossy,repair-approximation,6,True,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:16:47.815593+00:00,claude-haiku-4.5,claude-haiku-4-5,plot-point,items_only_lossy,repair-approximation,7,True,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:16:50.171477+00:00,claude-haiku-4.5,claude-haiku-4-5,plot-point,items_only_lossy,repair-approximation,8,True,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:16:53.257605+00:00,claude-haiku-4.5,claude-haiku-4-5,plot-point,items_only_lossy,repair-approximation,9,True,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-19T02:16:54.609838+00:00,claude-haiku-4.5,claude-haiku-4-5,plot-point,prefixitems_with_items,tolerated-check,0,True,rejected,,,"tools.0.custom: For 'array' type, property 'prefixItems' is not supported",400
2026-07-19T02:16:55.828255+00:00,claude-haiku-4.5,claude-haiku-4-5,plot-point,prefixitems_with_items,tolerated-check,1,True,rejected,,,"tools.0.custom: For 'array' type, property 'prefixItems' is not supported",400
2026-07-20T21:02:20.241054+00:00,claude-sonnet-5,claude-sonnet-5,lookup-record,root_anyof_nonstrict,combinator-gate,0,,rejected,,,"tools.0.custom.input_schema: input_schema does not support oneOf, allOf, or anyOf at the top level",400
2026-07-20T21:02:20.473977+00:00,claude-sonnet-5,claude-sonnet-5,lookup-record,root_anyof_nonstrict,combinator-gate,1,,rejected,,,"tools.0.custom.input_schema: input_schema does not support oneOf, allOf, or anyOf at the top level",400
2026-07-20T21:02:20.720034+00:00,claude-sonnet-5,claude-sonnet-5,lookup-record,root_anyof_strict,combinator-gate,0,True,rejected,,,"tools.0.custom.input_schema: input_schema does not support oneOf, allOf, or anyOf at the top level",400
2026-07-20T21:02:20.956778+00:00,claude-sonnet-5,claude-sonnet-5,lookup-record,root_anyof_strict,combinator-gate,1,True,rejected,,,"tools.0.custom.input_schema: input_schema does not support oneOf, allOf, or anyOf at the top level",400
2026-07-20T21:02:21.198776+00:00,claude-sonnet-5,claude-sonnet-5,lookup-record,allof_wrapped_nonstrict,combinator-gate,0,,rejected,,,"tools.0.custom.input_schema: input_schema does not support oneOf, allOf, or anyOf at the top level",400
2026-07-20T21:02:21.492015+00:00,claude-sonnet-5,claude-sonnet-5,lookup-record,allof_wrapped_nonstrict,combinator-gate,1,,rejected,,,"tools.0.custom.input_schema: input_schema does not support oneOf, allOf, or anyOf at the top level",400
2026-07-20T21:02:21.744866+00:00,claude-sonnet-5,claude-sonnet-5,lookup-record,allof_wrapped_strict,combinator-gate,0,True,rejected,,,"tools.0.custom.input_schema: input_schema does not support oneOf, allOf, or anyOf at the top level",400
2026-07-20T21:02:22.018512+00:00,claude-sonnet-5,claude-sonnet-5,lookup-record,allof_wrapped_strict,combinator-gate,1,True,rejected,,,"tools.0.custom.input_schema: input_schema does not support oneOf, allOf, or anyOf at the top level",400
